time	pelvis_tilt	pelvis_list	pelvis_rotation	pelvis_tx	pelvis_ty	pelvis_tz	hip_flexion_r	hip_adduction_r	hip_rotation_r	knee_angle_r	ankle_angle_r	subtalar_angle_r	mtp_angle_r	hip_flexion_l	hip_adduction_l	hip_rotation_l	knee_angle_l	ankle_angle_l	subtalar_angle_l	mtp_angle_l	L5_S1_Flex_Ext	L5_S1_Lat_Bending	L5_S1_axial_rotation	neck_flexion	neck_bending	neck_rotation	arm_flex_r	arm_add_r	arm_rot_r	elbow_flex_r	pro_sup_r	wrist_flex_r	wrist_dev_r	arm_flex_l	arm_add_l	arm_rot_l	elbow_flex_l	pro_sup_l	wrist_flex_l	wrist_dev_l
0.81666667	-9.84133382	2.22335533	9.82377659	-0.98829630	-0.07420028	1.00790773	0.44277951	-0.31244966	-0.85957246	0.18323722	-0.71306934	0.24788503	0.52359878	0.58179173	-0.52759198	0.35787427	0.72769594	0.14157857	-0.34906585	0.52359878	1.21352516	-0.05445190	0.03759999	0.50000000	-0.05067027	0.43405956	0.82584750	-0.38997302	1.58325056	0.28822801	0.00000000	0.00000000	0.00000000	-1.39206891	-0.07105724	-0.97520617	0.00000000	2.09000000	0.00000000	0.00000000
0.83333333	-10.45526260	2.57282073	10.35447612	-0.94710070	-0.13133011	0.92997317	0.99376097	-0.41458979	-0.91378729	0.31129859	-0.28626353	0.34906585	0.52359878	1.11342512	-0.45614228	0.48225314	0.74123450	0.38223499	-0.34906585	0.52359878	1.39280432	-0.19077267	0.25757857	0.50000000	-0.32731828	0.31711545	0.92414458	-0.89141363	0.89003368	0.71622997	0.00000000	0.00000000	0.00000000	-0.08743078	-0.91810530	-0.65331049	0.00000000	2.09000000	0.00000000	0.00000000
0.85000000	-9.94923838	2.07884883	9.84797359	-1.00516314	-0.15459252	0.96604539	0.71585765	-0.45674082	-0.47720764	0.54858660	-0.03820441	0.34891870	0.51664805	0.53529019	-0.48820549	0.24103005	0.81672667	0.41649938	-0.21811753	0.52359878	0.06418683	-0.50912175	0.19477502	0.38188471	0.45932553	-0.71456114	0.62945329	-1.22126171	-0.21357998	1.34466349	0.00000000	0.00000000	0.00000000	-0.84164851	-0.21726357	-1.48405963	0.00000000	2.09000000	0.00000000	0.00000000
0.86666667	-9.30780315	2.01442736	9.32573986	-1.01950941	-0.13583758	1.00719153	0.34986038	-0.45489420	-0.61441116	0.46874350	-0.16800937	0.34273074	0.52359878	0.19654445	-0.46020406	0.25802374	0.68006338	0.24140105	-0.31034501	0.52359878	-0.48262858	-0.50639049	0.39697466	-0.50000000	0.43130666	-0.78539800	2.08764255	-2.11354466	1.00128762	1.64303721	0.00000000	0.00000000	0.00000000	-0.70032971	-0.25380541	-1.12177352	0.00000000	2.09000000	0.00000000	0.00000000
0.88333333	-8.97352752	2.09406163	9.02452130	-1.03417390	-0.12814538	1.01236519	0.19495843	-0.39746867	-0.59984939	0.47373162	-0.20132324	0.31877862	0.52359878	0.02446394	-0.50745610	0.25883682	0.67646441	0.30864462	-0.23337078	0.52359878	-0.68670618	-0.44691446	0.69344378	-0.34242189	0.55634928	-0.78539800	4.46658048	-0.77763099	5.74868810	0.00000000	0.00000000	0.00000000	0.00000000	-0.63812415	-0.35234263	-0.85184267	0.00000000	2.09000000	0.00000000	0.00000000
0.90000000	-9.30191854	2.22613958	9.29062371	-1.01843085	-0.09775491	0.99320942	0.29455816	-0.21706099	-0.73574125	0.38521796	-0.38756115	0.34906585	0.52359878	0.18414753	-0.63605592	0.34067455	0.73513455	0.41704642	-0.28502387	0.52359878	-0.57305649	-0.23286830	-0.10431490	-0.50000000	0.04581991	-0.78539800	5.23371418	-2.20668116	6.33941962	0.00000000	0.00000000	0.00000000	0.00000000	-0.57477715	-0.14164762	-1.85051949	0.00000000	2.09000000	0.00000000	0.00000000
0.91666667	-8.97137762	2.16021597	8.98791879	-1.03430713	-0.11357595	1.00792918	0.19665608	-0.28344419	-0.62009262	0.43634004	-0.30286852	0.25180638	0.52359878	-0.01991434	-0.55114638	0.25787461	0.67876212	0.32320233	-0.30982841	0.52359878	-0.66542789	-0.40567470	0.17100496	-0.50000000	0.26436567	-0.78539800	5.20621498	-1.78961607	6.39829485	0.00000000	0.00000000	0.00000000	0.00000000	-0.70828309	-0.04651528	-1.39885250	0.00000000	2.09000000	0.00000000	0.00000000
0.93333333	-8.51246513	2.15848691	8.64071448	-1.05524384	-0.12603417	1.02044484	0.03697304	-0.39853051	-0.59104962	0.51987141	-0.21485316	0.14173251	0.52359878	-0.20039838	-0.43204298	0.27850895	0.61882669	0.26668008	-0.28756328	0.52359878	-0.86863515	-0.46563645	0.22544367	-0.22348702	0.25618122	-0.55160671	5.54348218	-2.08047533	6.94969178	0.00000000	0.00000000	0.00000000	0.00000000	-0.80448565	-0.07562727	-1.24814454	0.00000000	2.09000000	0.00000000	0.00000000
0.95000000	-8.31323223	2.27571220	8.46890547	-1.06947630	-0.13050653	1.02128884	-0.07407380	-0.37154390	-0.48131157	0.59819230	-0.11968423	0.07780718	0.52359878	-0.35813832	-0.41352818	0.27493645	0.64799517	0.32484130	-0.23176335	0.52359878	-1.01143335	-0.48941455	0.45479472	0.12813795	0.21114094	-0.74436841	6.54637064	-1.92291194	7.98337834	0.00000000	0.00000000	0.00000000	0.00000000	-0.83264132	-0.19187526	-1.02203319	0.00000000	2.09000000	0.00000000	0.00000000
0.96666667	-9.37646310	2.03891774	9.32620588	-0.99576763	-0.13016344	0.99201336	0.49669323	-0.21834459	-0.44693842	0.58811871	-0.05101466	0.10186447	0.52359878	0.15586830	-0.49436346	0.21857474	0.66164684	0.44553999	-0.22553581	0.52319928	-0.36345560	-0.43737256	-0.01424393	0.50000000	0.57547242	-0.57474752	9.81622582	-2.11466878	8.75125553	1.85179848	0.01080986	0.00000000	0.00000000	-0.65131966	-0.27525646	-1.72356862	0.00000000	2.09000000	0.00000000	0.00000000
0.98333333	-9.05870274	1.95052705	9.03692168	-1.01090528	-0.14588437	1.00201189	0.46031969	-0.23926674	-0.28432906	0.66489476	0.08249693	0.11873671	0.52359878	0.06162431	-0.39381752	0.18140728	0.68030409	0.47572614	-0.10646019	0.52359878	-0.46672430	-0.58760347	0.20208060	0.50000000	0.44354848	-0.75074304	12.43523399	-1.01244704	11.24481495	1.86673855	0.01156664	0.00000000	0.00000000	-0.78486315	-0.15081581	-1.39781555	0.00000000	2.09000000	0.00000000	0.00000000
1.00000000	-9.72048415	2.07626937	9.63888762	-0.99268565	-0.13481028	0.98387514	0.69326233	-0.05892662	-0.36216079	0.59012366	-0.01893013	0.31400676	0.52359878	0.35085824	-0.51571874	0.23230013	0.71549723	0.51426916	-0.11356682	0.52359878	-0.21160363	-0.32576824	0.02829966	0.23634149	0.21245687	0.17207924	15.94185408	-2.15248953	14.76848313	2.09187245	0.04209354	0.00000000	0.00000000	-0.38293039	-0.59973591	-1.57983729	0.00000000	2.09000000	0.00000000	0.00000000
1.01666667	-9.60414122	1.94648088	9.59432412	-0.99870476	-0.13901881	0.99188120	0.70522070	-0.11902759	-0.26153362	0.72014377	0.10810264	0.23752577	0.52359878	0.28392268	-0.37953796	0.25808195	0.68748527	0.50827461	-0.16600791	0.52359878	-0.37664555	-0.47418212	0.00811286	0.26719642	0.35854339	-0.08159980	15.80298845	-2.17697273	14.52887008	2.06455306	0.06348676	0.00000000	0.00000000	0.17712732	-1.19960560	0.01659012	0.72209141	2.09000000	0.00000000	0.00000000
1.03333333	-9.60171797	1.95584201	9.62808642	-0.99639937	-0.12908173	0.99138106	0.72719823	-0.07448473	-0.24514865	0.75225503	0.11129398	0.21635360	0.52359878	0.29776190	-0.36846641	0.29416426	0.68793505	0.52546462	-0.20216514	0.52359878	-0.42283966	-0.44252662	-0.07741069	0.07787354	0.43151235	-0.06470722	15.93416282	-2.19593153	14.65724499	2.04002312	0.05398003	0.00000000	0.00000000	0.50404905	-1.18285343	-0.12395727	0.70061907	2.09000000	0.00000000	0.00000000
1.05000000	-9.02472537	2.16764614	8.57754375	-1.01347409	-0.13597166	1.04006056	0.01057844	0.25524396	-1.22173048	0.00000000	1.04719755	-0.34906585	0.52359878	-0.43115256	-0.42121108	-0.32465990	0.51783743	0.49638675	-0.21619775	0.52359878	-0.58638554	-0.52848096	0.48940145	0.08963180	0.29866465	0.00817870	16.05052345	-2.08007574	14.70094549	1.99114837	0.08474414	0.00000000	0.00000000	0.60264199	-1.03989497	-0.15838085	0.68268002	2.09000000	0.00000000	0.00000000
1.06666667	-9.36127488	1.95605717	9.46871364	-0.97957516	-0.11335322	1.00022044	0.36512701	-0.04441531	-1.22173048	0.42636518	1.04719755	-0.34906585	-0.36408825	0.17645837	-0.35894973	0.36135913	0.62897597	0.49002209	-0.23831305	0.49372544	-0.53545243	-0.36153315	-0.07526607	-0.02021858	0.31307123	0.04141541	15.94217079	-2.19294220	14.69096319	2.02622957	0.09384305	0.00000000	0.00000000	0.52690091	-1.09827058	-0.07737973	0.71322315	2.09000000	0.00000000	0.00000000
1.08333333	-9.55614558	1.88377313	9.63459892	-0.96469061	-0.11819862	0.99617138	0.63428001	-0.01897047	-0.47854268	0.67465573	0.31945864	-0.31383881	-0.52359878	0.19767908	-0.29592501	0.26107364	0.58449647	0.35873863	-0.33622841	0.52359878	-0.48182282	-0.42515224	-0.06885197	0.31992264	0.27829711	-0.04392649	15.84360143	-2.20177001	14.64232245	2.05785826	0.07878179	0.00000000	0.00000000	0.33557805	-1.09695764	-0.08464491	0.75770724	2.08420622	0.00000000	0.00000000
1.10000000	-9.56323470	1.89298737	9.60863044	-0.95574915	-0.11814335	0.99684367	0.66880780	0.07414899	-0.38214718	0.61894172	-0.20402295	-0.11533051	-0.52359878	0.15837169	-0.32134324	0.20067305	0.54297760	0.36900942	-0.26594603	0.52359878	-0.45335973	-0.39883372	0.00447958	0.06062357	0.25071553	0.02884334	15.77204913	-2.19891363	14.61954318	2.09717979	0.06821422	0.00000000	0.00000000	0.20654591	-1.05266153	-0.02001052	0.78276320	2.08223963	0.00000000	0.00000000
1.11666667	-9.68254338	1.88423685	9.71787724	-0.94482813	-0.11532871	0.99630600	0.65899222	0.12021591	-0.40850680	0.46232893	-0.43497078	-0.02693519	-0.52359878	0.17070470	-0.31573091	0.13744983	0.51911289	0.35658001	-0.14223521	0.52359878	-0.45912357	-0.39289340	0.00816318	0.31741548	0.18279954	-0.04723657	15.66725098	-2.21719262	14.51027135	2.15164321	0.12040417	0.00000000	0.00000000	0.00488595	-1.01629483	-0.10579159	0.85269566	1.89742054	0.00000000	0.00000000
1.13333333	-9.84003809	1.88427396	9.89489213	-0.93459971	-0.11122499	0.99090507	0.67274217	0.14181596	-0.44082820	0.35449138	-0.49909411	0.06453637	-0.35786967	0.22589363	-0.28632564	0.15822222	0.54711095	0.33033242	-0.14981212	0.52359878	-0.45885297	-0.37809068	-0.03590482	0.49924008	0.15741009	-0.05495792	15.58001456	-2.24404224	14.43704175	2.17763295	0.20451094	0.00000000	0.00000000	-0.16634357	-0.97448062	-0.25558533	0.92561941	1.88191448	0.00000000	0.00000000
1.15000000	-10.04688639	1.89466917	10.08553638	-0.92367314	-0.11012161	0.98263689	0.70151650	0.16933858	-0.37881775	0.28224086	-0.30254618	0.10162378	0.52359878	0.27888524	-0.25372413	0.13693381	0.56360967	0.33245181	-0.19314946	0.52359878	-0.41157444	-0.38166636	-0.08060239	0.50000000	0.17963544	-0.03091787	15.59467836	-2.25449168	14.52115182	2.19465009	0.22121232	0.00000000	0.00000000	-0.33865044	-0.93023310	-0.42701720	0.99365700	1.76686117	0.00000000	0.00000000
1.16666667	-10.62816340	2.61884676	10.65493359	-0.84988161	-0.10176640	0.91559553	1.37922204	0.19412005	-0.50054996	0.20473192	-0.18320199	0.17737943	0.52359878	0.97635539	-0.30134010	0.14987844	0.42982247	0.15230366	-0.34906585	0.52359878	1.57079633	-0.21984903	0.27656713	0.50000000	-0.31398629	0.30730818	15.72545837	-2.16897689	15.62878203	1.33310160	0.19129865	0.00000000	0.00000000	0.22050664	-0.80492180	-0.78565196	0.00000000	2.09000000	0.00000000	0.00000000
1.18333333	-10.76876996	2.85809929	10.75620211	-0.86831846	-0.11346244	0.88131236	1.65163983	0.17496137	-0.45537864	0.21427101	-0.09951547	0.17648769	0.52359878	1.26687527	-0.22457196	0.15490976	0.48468772	0.25029147	-0.30586918	0.52359878	1.49127853	-0.24774640	0.40079974	0.50000000	-0.61991255	0.23687754	14.80732815	-2.22315610	14.46671958	1.94954843	0.13754402	0.00000000	0.00000000	0.46296746	-0.76169520	-1.70803242	0.00000000	2.09000000	0.00000000	0.00000000
1.20000000	-10.89387839	2.71067026	10.85675786	-0.88323407	-0.12640157	0.88028941	1.56351183	0.16515788	-0.21733928	0.25083440	-0.09043748	0.01899419	0.52359878	1.16052410	-0.13937778	0.02499598	0.53910368	0.36325499	-0.13473342	0.52359878	1.06476546	-0.42723227	0.19192620	0.50000000	-0.17104834	-0.01773849	15.14384686	-2.22316318	14.55089195	2.09572920	0.06254836	0.00000000	0.00000000	-0.47875482	-1.08065752	-6.47021940	0.98548028	1.77290920	0.00000000	0.00000000
1.21666667	-10.43448326	1.74060849	10.40090435	-0.90096434	-0.10870426	0.96961143	0.57286774	0.15531059	-0.27833435	0.25206065	-0.12569394	0.10280747	0.52359878	0.17337990	-0.07561645	0.00792050	0.55439999	0.46344123	-0.12172031	0.52359878	-0.36123788	-0.45545135	0.14133388	0.50000000	0.02415237	-0.11645885	15.37378924	-2.25245033	14.36062515	2.13096496	0.00000000	0.00000000	0.00000000	0.70480906	-0.79328105	-9.15675708	0.00000000	2.09000000	0.00000000	0.00000000
1.23333333	-10.55689299	1.81043229	10.55050341	-0.88100243	-0.09655393	0.96292035	0.61660824	0.15968669	-0.32637338	0.25236398	-0.07515625	0.08365497	0.52359878	0.22751645	-0.06314273	0.06065582	0.55929995	0.51809861	-0.08318427	0.51798999	-0.31178839	-0.40200617	0.02887093	0.08011438	0.20840657	0.05511894	15.46731489	-2.27554110	14.51094125	2.16749522	0.00792831	0.00000000	0.00000000	-0.09954695	-0.88817007	-12.97769785	0.98226199	1.73039954	0.00000000	0.00000000
1.25000000	-10.45421231	1.84772194	10.51551277	-0.86428020	-0.07874756	0.96262802	0.61777721	0.16161609	-0.44453658	0.25752236	-0.06674426	0.05570480	0.52359878	0.23491653	-0.08065494	0.10259319	0.54030443	0.52475900	-0.03792890	0.52359878	-0.29510972	-0.27924325	0.13529436	-0.12078051	0.19409803	-0.00453841	15.14567583	-2.36618730	14.16069793	2.23637108	0.00000000	0.00000000	0.00000000	0.60113235	-0.72927728	-15.62868062	0.00000000	2.09000000	0.00000000	0.00000000
1.26666667	-10.58972589	1.83676594	10.69978314	-0.85377136	-0.07181375	0.95953495	0.62515972	0.11084402	-0.43069784	0.31214045	0.02381327	0.02430517	0.48652956	0.23361020	-0.02687301	0.12330329	0.54871807	0.55483469	-0.04137045	0.52359878	-0.32832456	-0.28199056	0.01092138	0.01582859	0.19871508	0.02088674	15.22968833	-2.35534369	14.28454943	2.22992875	0.00000000	0.00000000	0.00000000	-0.05951089	-0.83666449	-19.24489580	0.96092537	1.72948763	0.00000000	0.00000000
1.28333333	-10.56351296	1.78319605	10.68919509	-0.84256336	-0.06623739	0.96291662	0.56792690	0.10143113	-0.42338595	0.36548020	0.04218133	-0.12257846	0.52359878	0.16730650	-0.01278565	0.11636357	0.58344013	0.59814340	-0.00911381	0.52359878	-0.35168981	-0.24377376	0.12562334	0.04782922	0.11394318	-0.11943292	15.06808455	-2.41776322	14.12902395	2.22477851	0.00000000	0.00000000	0.00000000	0.62005637	-0.74029944	-21.92893185	0.00000000	2.09000000	0.00000000	0.00000000
1.30000000	-10.59084711	1.74198636	10.71098978	-0.83495509	-0.06178162	0.95509981	0.55755418	0.10182969	-0.30358424	0.43761964	0.03785509	-0.34906585	0.52359878	0.07913580	0.02883228	-0.12032132	0.94484486	0.65218530	-0.17639196	0.29236304	-0.33708326	-0.23371461	0.06148028	-0.09667270	0.14177867	-0.01678008	15.20965772	-2.29754903	14.37316928	2.12676213	0.00000000	0.00000000	0.00000000	-0.06446659	-0.87108362	-25.47940849	0.97414354	1.73364577	0.00000000	0.00000000
1.31666667	-10.57247958	1.71113442	10.69988554	-0.82769480	-0.05322367	0.95748841	0.53343430	0.07810828	-0.29761138	0.47490516	0.03485375	-0.34906585	0.52359878	0.07671904	0.02205776	-0.09495474	0.90519517	0.61197900	-0.15659576	0.29525371	-0.35504214	-0.18483881	0.17265719	0.06099016	0.04466330	-0.16003488	15.09258310	-2.21701246	14.31734876	2.06292068	0.00000000	0.00000000	0.00000000	0.63436232	-0.75648412	-28.15116778	0.00000000	2.09000000	0.00000000	0.00000000
1.33333333	-10.63006951	1.65008022	10.76895940	-0.81964996	-0.04745232	0.96259988	0.49205189	0.03522012	-0.27783554	0.51098128	0.04199537	-0.34906585	0.52359878	0.05382844	0.03133069	-0.03143686	0.81480661	0.56033038	-0.10248362	0.24845482	-0.46159180	-0.17017601	0.04135518	0.36348120	0.07929464	-0.10292097	15.33067985	-2.15068396	14.52768666	1.99147978	0.00000000	0.00000000	0.00000000	-0.18055671	-0.89273068	-31.88493960	1.03824512	1.41970581	0.00000000	0.00000000
1.35000000	-10.65146244	1.51867662	10.76207745	-0.81868768	-0.04790814	0.96980194	0.38214516	0.00765783	-0.24610717	0.55611986	0.03203873	-0.34906585	0.52359878	-0.05980596	0.05028968	-0.01648074	0.73318626	0.54555409	-0.03771255	0.17164740	-0.58095832	-0.11609410	-0.06878387	0.39358465	-0.08455392	0.18771517	15.07945417	-2.48455872	14.12569862	0.00000000	0.00000000	0.00000000	0.00000000	-0.40903438	-0.88524137	-32.08832089	0.94026184	1.31954141	0.00000000	0.00000000
1.36666667	-10.83435407	1.65683420	10.94678238	-0.79283676	-0.04043421	0.96090447	0.48724145	0.01965357	-0.25663079	0.49801468	-0.05640999	-0.34906585	0.52359878	0.07977846	0.02193900	0.00911162	0.70747700	0.44674979	0.02364654	-0.52359878	-0.40290685	-0.11559606	0.03436940	0.31174807	0.09374352	-0.03754152	15.47444241	-2.49850193	13.25984107	0.82445221	0.07861648	0.00000000	0.00000000	-0.39006029	-0.92970839	-32.07711218	0.98878285	1.24769198	0.00000000	0.00000000
1.38333333	-10.85897842	1.63659587	10.98236980	-0.78089173	-0.03388161	0.96530691	0.45423367	0.00935801	-0.27243301	0.52058886	0.01107452	-0.34906585	0.52359878	0.07936761	-0.00064492	-0.00374853	0.74538698	0.36273035	-0.05379693	-0.52359878	-0.45747760	-0.05791538	0.03080504	0.32827075	-0.01791916	0.00871007	15.17334230	-2.58599627	14.23568522	1.83950598	0.14865776	0.00000000	0.00000000	-0.45154279	-0.93716847	-32.16100630	0.99441962	1.15200615	0.00000000	0.00000000
1.40000000	-11.34565596	1.69620214	11.43827074	-0.76905872	-0.03490025	0.96461527	0.50275927	-0.02552055	-0.20849485	0.53562139	0.04361122	-0.34906585	0.52359878	0.14906580	0.03390871	-0.05783604	0.79662875	0.28932159	-0.06658197	-0.52359878	-0.40836635	-0.10191276	0.04377750	0.28592359	0.01303620	-0.00742346	15.25466084	-2.46342208	14.45572912	2.06085200	0.00000000	0.00000000	0.00000000	-0.48588416	-1.00400999	-32.21937004	0.98654435	1.06597393	0.00000000	0.00000000
1.41666667	-11.26045208	1.72738079	11.41142095	-0.75884008	-0.02525903	0.96632295	0.51787501	-0.05927972	-0.24912252	0.55020129	0.03108342	-0.34906585	0.52359878	0.23526631	0.03740327	-0.02814144	0.88559815	0.31357823	-0.09452905	-0.52359878	-0.40493832	-0.05092937	0.04507453	0.15668163	-0.01020118	-0.07832042	15.28631995	-2.37880156	14.45867949	2.05256813	0.00000000	0.00000000	0.00000000	-0.44756440	-1.05446359	-32.24722484	0.99410943	0.97761833	0.00000000	0.00000000
1.43333333	-11.50894625	1.74101681	11.64254720	-0.75615207	-0.02494899	0.96710680	0.52801993	-0.10233959	-0.23502488	0.58360426	0.03913037	-0.34906585	0.52359878	0.30324186	0.10221940	-0.01096144	0.96313376	0.51746148	-0.07490144	-0.52359878	-0.44384586	-0.05455626	0.01615113	0.26008118	0.01994930	-0.02346163	15.39974540	-2.27241420	14.55446181	2.00866768	0.00000000	0.00000000	0.00000000	-0.69490955	-1.11263138	-32.45812739	1.01387401	0.88077952	0.00000000	0.00000000
1.45000000	-11.59072987	1.76103733	11.70109240	-0.75331495	-0.02228831	0.97092406	0.51609086	-0.11656908	-0.19278599	0.56201347	0.07308260	-0.34906585	0.52359878	0.38152405	0.10580988	-0.09233388	1.01371047	0.42484306	-0.13533598	-0.45245122	-0.45247356	-0.04515582	0.02887204	0.19816663	-0.02737079	-0.02668086	15.41052447	-2.27853205	14.53589443	1.97330671	0.15058070	0.00000000	0.00000000	-0.65034761	-1.17804309	-32.47485908	0.92278174	0.78615362	0.00000000	0.00000000
1.46666667	-11.50783264	1.81903344	11.53643570	-0.75328413	-0.01907946	0.97792229	0.55497407	-0.11041528	-0.13543527	0.50049648	0.00635636	-0.28834936	0.52359878	0.50520326	0.10367424	-0.17246187	1.03354565	0.57432025	-0.15263491	0.52359878	-0.45023345	-0.04262750	0.05686915	0.20581314	-0.08590111	0.06262223	15.45178664	-2.31838451	14.51414752	1.97253450	0.00000000	0.00000000	0.00000000	-0.86347739	-1.16107604	-32.65898356	0.90166258	0.78415281	0.00000000	0.00000000
1.48333333	-11.49175194	1.79750383	11.50466438	-0.74366847	-0.02183585	0.97396880	0.51717261	-0.09657154	-0.17096335	0.48839189	0.05738929	-0.20627694	0.52359878	0.54420294	0.05819336	-0.19074298	1.08845762	0.50974913	-0.16855417	0.29958084	-0.44265823	-0.01435973	0.06384163	0.15414721	-0.06928302	0.02490704	15.49058378	-2.35996478	14.56252278	1.90923236	0.00000000	0.00000000	0.00000000	-0.94963077	-1.02110926	-32.92032572	1.10878918	0.73736352	0.00000000	0.00000000
